session_id,pred_tactics,true_tactics,metrics
9f258532aae9,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
f57e4d5dc177,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
519dc0f5224d,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY', 'IMPACT']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
af8784111d9c,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
f5e6dbb3e3cc,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
fb9d1d511069,"['INITIAL_ACCESS', 'EXECUTION', 'COMMAND_AND_CONTROL']","['COMMAND_AND_CONTROL', 'EXECUTION', 'EXFILTRATION', 'INITIAL_ACCESS']","{'command_and_control_precision': 1.0, 'command_and_control_recall': 1.0, 'command_and_control_f1_score': 1.0, 'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'exfiltration_precision': 0.0, 'exfiltration_recall': 0.0, 'exfiltration_f1_score': 0.0}"
24186c55331e,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
abeb172218b9,"['INITIAL_ACCESS', 'EXECUTION', 'DEFENSE_EVASION', 'COMMAND_AND_CONTROL']","['EXECUTION', 'DEFENSE_EVASION', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'PERSISTENCE']","{'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'defense_evasion_precision': 1.0, 'defense_evasion_recall': 1.0, 'defense_evasion_f1_score': 1.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'command_and_control_precision': 1.0, 'command_and_control_recall': 1.0, 'command_and_control_f1_score': 1.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0}"
84458e6c6445,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
d0a7663a3549,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
d77f42497e23,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
984494d7d657,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
e09fdaddf823,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
80288986cca8,"['INITIAL_ACCESS', 'EXECUTION', 'DEFENSE_EVASION']","['EXECUTION', 'DEFENSE_EVASION', 'INITIAL_ACCESS', 'EXFILTRATION', 'COMMAND_AND_CONTROL']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'defense_evasion_precision': 1.0, 'defense_evasion_recall': 1.0, 'defense_evasion_f1_score': 1.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'exfiltration_precision': 0.0, 'exfiltration_recall': 0.0, 'exfiltration_f1_score': 0.0}"
7aaa1d655174,"['INITIAL_ACCESS', 'EXECUTION', 'COMMAND_AND_CONTROL', 'DEFENSE_EVASION']","['COMMAND_AND_CONTROL', 'EXECUTION', 'EXFILTRATION', 'INITIAL_ACCESS']","{'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'defense_evasion_precision': 0.0, 'defense_evasion_recall': 0.0, 'defense_evasion_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'exfiltration_precision': 0.0, 'exfiltration_recall': 0.0, 'exfiltration_f1_score': 0.0, 'command_and_control_precision': 1.0, 'command_and_control_recall': 1.0, 'command_and_control_f1_score': 1.0}"
f949283e2e22,"['INITIAL_ACCESS', 'CREDENTIAL_ACCESS', 'EXECUTION']","['COMMAND_AND_CONTROL', 'CREDENTIAL_ACCESS', 'DISCOVERY', 'INITIAL_ACCESS']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'credential_access_precision': 1.0, 'credential_access_recall': 1.0, 'credential_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0}"
ebb7130c194d,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
76386eae08e3,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
811ddd2f9831,"['INITIAL_ACCESS', 'EXECUTION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0}"
7151d74be7b5,"['INITIAL_ACCESS', 'EXECUTION']","['EXECUTION', 'DEFENSE_EVASION', 'INITIAL_ACCESS', 'EXFILTRATION', 'COMMAND_AND_CONTROL']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'defense_evasion_precision': 0.0, 'defense_evasion_recall': 0.0, 'defense_evasion_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'exfiltration_precision': 0.0, 'exfiltration_recall': 0.0, 'exfiltration_f1_score': 0.0}"
23eaa2ed46e9,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
